topic_id,topic_name,subfield_id,subfield_name,field_id,field_name,domain_id,domain_name,keywords,summary,wikipedia_url
13582,Stalking and Cyberstalking Research,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,Stalking; Cyberstalking; Victimization; Psychological Impact; Risk Factors; Intimate Partner Violence; Gender Differences; Law Enforcement Response; Mental Health Effects; Help-Seeking Behaviors,"This cluster of papers encompasses research on stalking and cyberstalking, including topics such as victimization, psychological impact, risk factors, intimate partner violence, gender differences, law enforcement response, mental health effects, and help-seeking behaviors.",https://en.wikipedia.org/wiki/Stalking
13583,Jury Decision Making in Legal Proceedings,3308,Law,33,Social Sciences,2,Social Sciences,Jury; Decision Making; Legal Proceedings; Evidence Law; Reasonable Doubt; Juror Comprehension; Judicial Instructions; Criminal Trials; Civil Litigation; Lay Participation,"This cluster of papers explores various aspects of jury decision making in legal proceedings, including the impact of evidence law, reasonable doubt, juror comprehension, and judicial instructions on both criminal trials and civil litigation. It also delves into the role of lay participation in the legal process.",https://en.wikipedia.org/wiki/Jury_decision_making
13584,Coal Water Slurry Technology and Utilization,2210,Mechanical Engineering,22,Engineering,3,Physical Sciences,Coal Water Slurry; Rheology; Combustion; Stability; Surfactants; Environmental Impact; Petrochemicals; Microwave Irradiation; Waste Utilization; Energy Efficiency,"This cluster of papers focuses on the technology and utilization of coal water slurry, including its rheological behavior, combustion characteristics, stability improvement using surfactants, environmental impact, utilization of petrochemicals, microwave irradiation for property enhancement, and waste material utilization for energy efficiency.",https://en.wikipedia.org/wiki/Coal-water_slurry_fuel
13585,Impact of Technostress on Work and Well-being,3207,Social Psychology,32,Psychology,2,Social Sciences,Technostress; Workplace; Technology; Stress; Productivity; Coping Strategies; Health; User Satisfaction; Job Performance; Information Technology,"This cluster of papers explores the impact of technostress, induced by the use of technology in the workplace, on employee well-being, job performance, and productivity. It delves into the causes, consequences, coping strategies, and implications of technostress in various professional settings.",https://en.wikipedia.org/wiki/Technostress
13586,Social Science and Humanities Research,3300,General Social Sciences,33,Social Sciences,2,Social Sciences,Globalization; Identity; Power; Politics; Cultural; History; Democracy; Migration; Education; Health,"This cluster of papers covers a wide range of topics in social science and humanities research, including globalization, cultural identity, power dynamics, political ideologies, historical analysis, democracy, migration, education, and health. The papers delve into the complexities of societal structures, human behavior, and the impact of various factors on individuals and communities.",https://en.wikipedia.org/wiki/Social_science
13587,Theory and Application of Q Methodology in Research,1803,Management Science and Operations Research,18,Decision Sciences,2,Social Sciences,Q Methodology; Subjectivity; Research Methods; Qualitative Research; Attitudes; Perspectives; Healthcare; Environmental Sustainability; Academic Performance; Mixed Methods,"This cluster of papers revolves around the theory, method, and application of Q methodology in various research fields. It explores the subjective nature of attitudes and perspectives, particularly in healthcare, environmental sustainability, and academic performance. The papers also discuss the integration of Q methodology with qualitative and mixed methods research approaches.",https://en.wikipedia.org/wiki/Q_methodology
13588,Concepts and Determinants of Regional Economic Resilience,2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences,Regional Economic Resilience; Recessionary Shocks; Adaptation; Economic Structure; Regional Employment; Economic Crisis; Industrial Diversity; Territorial Capital; Innovation Districts; Socioeconomic Performance,"This cluster of papers explores the concepts, determinants, and measurements of regional economic resilience in response to recessionary shocks, economic crises, and industrial transformations. It delves into the factors such as adaptation, economic structure, industrial diversity, innovation districts, and territorial capital that contribute to the resilience of regional economies. The cluster also examines the impact of socioeconomic performance on the ability of regions to withstand and recover from economic challenges.",https://en.wikipedia.org/wiki/Regional_economic_resilience
13589,Discourse Analysis and Social Change,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,Discourse Analysis; Social Change; Communication; Rhetoric; Cultural Studies; Qualitative Research; Media; Identity; Community; Power,"This cluster of papers covers a wide range of topics related to discourse analysis, communication, rhetoric, and social change. It includes studies on cultural studies, qualitative research, media, identity, community, and power dynamics in various contexts.",https://en.wikipedia.org/wiki/Discourse_analysis
13590,Oral History and Narratives in Research,1202,History,12,Arts and Humanities,2,Social Sciences,Oral History; Narratives; Interviewing; Memory; Gender; Social Change; Ethics; Community; Feminist Analysis; Cultural Geography,"This cluster of papers explores the use of oral history as a research method, focusing on narratives, memory, and the ethical considerations of interviewing. It delves into the role of oral history in understanding social change, gender dynamics, and cultural geography.",https://en.wikipedia.org/wiki/Oral_history
13591,Management of Perennial Pasture Systems in Australia,1107,Forestry,11,Agricultural and Biological Sciences,1,Life Sciences,Perennial Pastures; Grazing Management; Water Use Efficiency; Drought Survival; Soil Water Balance; Temperate Grasses; Sustainable Grazing Systems; Summer Dormancy; Crop-Livestock Farming; Climate Change Impacts,"This cluster of papers focuses on the management of perennial pasture systems in Australia, with an emphasis on topics such as grazing management, water use efficiency, drought survival strategies, soil water balance, and the impact of climate change. The research explores the characteristics and performance of temperate grasses, sustainable grazing systems, and the potential contribution of perennial legumes to agricultural sustainability in dryland cropping systems.",https://en.wikipedia.org/wiki/Perennial_grass
13592,Environmental Monitoring and Management in Various Industries,2308,"Management, Monitoring, Policy and Law",23,Environmental Science,3,Physical Sciences,Environmental Monitoring; Nuclear Magnetic Resonance; Fiber-Optic Communication; Agricultural Industry; Water Quality; Remote Control; Hydrological Studies; Soil Hydrophysical Properties; Urban Planning; Renewable Energy,"This cluster of papers covers a wide range of topics related to environmental monitoring and management in various industries, including agriculture, energy production, urban planning, and water resource management. The use of advanced technologies such as nuclear magnetic resonance, fiber-optic communication, and remote control systems is emphasized to monitor water quality, soil properties, and the impact of human activities on the environment.",https://en.wikipedia.org/wiki/Environmental_monitoring
13593,Diaspora and Identity in the Viking Age,1202,History,12,Arts and Humanities,2,Social Sciences,Viking Age; Scandinavia; Medieval; Archaeology; Religion; Cultural Exchange; Material Culture; Settlements; Rituals; Trade,"This cluster of papers explores various aspects of the Viking Age, including diaspora, identity, settlements, material culture, religion, and cultural exchange in Scandinavia and neighboring regions. It delves into the archaeological, historical, and cultural dimensions of this pivotal period in medieval history.",https://en.wikipedia.org/wiki/Viking_Age
13594,Personalisation of Social Care Services,3304,Education,33,Social Sciences,2,Social Sciences,Personalisation; Direct Payments; Individual Budgets; Social Work; Choice and Control; Elderly Care; Disability Support; Austerity; Healthcare; Public Sector Reform,"This cluster of papers explores the concept of personalisation in social care services, focusing on topics such as direct payments, individual budgets, choice and control, elderly care, disability support, and the impact of austerity on healthcare and public sector reform.",https://en.wikipedia.org/wiki/Personalisation_of_social_care_services
13595,Management of Cultural Heritage and Tourism,3316,Cultural Studies,33,Social Sciences,2,Social Sciences,Cultural Heritage; Tourism; Patrimonio Cultural; Gestión; Turismo; Arqueología; Desarrollo; Conservación; Memoria; Paisaje,"This cluster of papers explores the management, conservation, and utilization of cultural heritage in the context of tourism, with a focus on topics such as the value of cultural heritage, the relationship between tourism and heritage, and the impact of development on cultural landscapes. It also delves into issues related to archaeological practices, memory, and the preservation of historical sites.",https://en.wikipedia.org/wiki/Cultural_heritage
13596,Tunnel Grouting Techniques,2205,Civil and Structural Engineering,22,Engineering,3,Physical Sciences,Grouting; Tunnel; Cementitious; Colloidal Silica; Liquefaction; Polyurethane; Rock Fractures; Soil Stabilization; Hydraulic Grouts; Permeation Grouting,"This cluster of papers focuses on advancements in grouting technology, particularly in the context of tunnel construction and soil stabilization. It covers topics such as cementitious grouts, colloidal silica, polyurethane, rock fractures, and permeation grouting for mitigating liquefaction risk.",https://en.wikipedia.org/wiki/Grouting
13597,Prurigo Pigmentosa: Inflammatory Skin Disease,2708,Dermatology,27,Medicine,4,Health Sciences,Prurigo Pigmentosa; Inflammatory Disease; Skin; Clinicopathological Study; Ketogenic Diet; Histopathological Study; Treatment; Epidemiology; Helicobacter pylori Infection; Doxycycline,"This cluster of papers focuses on Prurigo Pigmentosa, an inflammatory skin disease characterized by distinctive clinicopathological features. The papers cover various aspects including clinicopathological studies, treatment outcomes, association with ketogenic diet and bariatric surgery, epidemiology, and potential links to Helicobacter pylori infection. They also discuss the histopathological characteristics and the efficacy of treatments such as doxycycline. The cluster reflects a comprehensive exploration of this underdiagnosed disease.",https://en.wikipedia.org/wiki/Prurigo_pigmentosa
13598,Challenges in Global Governance and Pluralism,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences,Global Governance; Pluralism; International Relations; Policy Implementation; Sustainable Development; Religious Harmony; Energy Transitions; Digital Transformation; Election Law; Cultural Identity,"This cluster of papers explores challenges in global governance, including pluralism, policy implementation, sustainable development, religious harmony, energy transitions, digital transformation, election law, and cultural identity. It delves into topics such as the implications of Russia's actions, the role of education in childhood wellbeing, and the impact of digital technology expansion on unemployment. The cluster also addresses the intersection of politics, economics, and social issues in various countries and regions.",https://en.wikipedia.org/wiki/Global_governance
13599,Cultural and Architectural Influences on Society,1204,Archeology,12,Arts and Humanities,2,Social Sciences,Islamic Architecture; Cultural Heritage; Traditional Houses; Urban Planning; Social Impact; Community Development; Vernacular Architecture; Art and Design; Privacy and Hospitality; Sustainability,"This cluster of papers explores the intersection of culture, society, and architecture, with a focus on Islamic architecture, traditional houses, urban planning, and the social impact of design. It delves into topics such as cultural heritage, community development, vernacular architecture, art and design, privacy and hospitality in housing, and sustainability in architectural practices.",https://en.wikipedia.org/wiki/Islamic_architecture
13600,Children's Perceptions of Scientists and Engineers,3204,Developmental and Educational Psychology,32,Psychology,2,Social Sciences,Children's Perceptions; Scientists; Engineers; Media Influences; Gender Representations; Cultural Stereotypes; Science Education; Elementary Students; Draw-a-Scientist Test; STEM Diversity,"This cluster of papers explores the perceptions of scientists and engineers among children, focusing on the influence of media, cultural stereotypes, and educational interventions. It investigates the impact of gender representations, media influences, and cultural factors on children's views of scientists and engineers. The Draw-a-Scientist Test is used as a tool to assess and compare children's perceptions across different demographics and educational settings.",https://en.wikipedia.org/wiki/Children%27s_perceptions_of_scientists
13601,Planning and Modeling of Transportation Systems,2205,Civil and Structural Engineering,22,Engineering,3,Physical Sciences,Transportation; Modeling; Planning; Digital Technologies; Quality Management; Urban Traffic; Dependability; Infrastructure; Logistics; Cyber Security,"This cluster of papers focuses on the planning, modeling, and management of transportation systems, with an emphasis on digital technologies, quality management, urban traffic, dependability, infrastructure, logistics, and cyber security.",https://en.wikipedia.org/wiki/Transportation_planning
13602,Enhancing Digital Literacy through Education,1710,Information Systems,17,Computer Science,3,Physical Sciences,Digital Literacy; E-Learning; School Literacy Movement; Information Literacy; Reading Interest; Teacher Role; Multiliteracy Paradigm; Media Literacy; Early Reading; Literacy Program,"This cluster of papers focuses on enhancing digital literacy and education, with a particular emphasis on e-learning, school literacy movement, information literacy, and reading interest. The role of teachers in promoting literacy, multiliteracy paradigm, and early reading programs are also explored.",https://en.wikipedia.org/wiki/Digital_literacy
13603,Corporate Social Responsibility and Sustainability in Business,1407,Organizational Behavior and Human Resource Management,14,"Business, Management and Accounting",2,Social Sciences,Corporate Social Responsibility; Sustainability; Business Ethics; Social Innovation; Resilient Cities; Climate Change; Stakeholder Engagement; Digital Responsibility; Environmental Policy; Urban Planning,"This cluster of papers explores the intersection of corporate social responsibility, sustainability, and business ethics. It delves into topics such as stakeholder engagement, social innovation, resilient cities, climate change, digital responsibility, and urban planning. The papers discuss the role of businesses in addressing environmental challenges and driving positive societal impact.",https://en.wikipedia.org/wiki/Corporate_social_responsibility
13604,Applications of Inverse Gas Chromatography,1607,Spectroscopy,16,Chemistry,3,Physical Sciences,Surface Characterization; Thermodynamic Parameters; Polymer Interactions; Solubility Parameters; Surface Energy Distribution; Porous Materials; Adsorption Properties; Surface Heterogeneity; Lewis Acid-Base Properties; Nanomaterials,"This cluster of papers focuses on the applications of inverse gas chromatography in characterizing surface properties, determining thermodynamic and solubility parameters, studying polymer interactions, and analyzing adsorption properties of various materials. The research covers a wide range of topics including surface energy distribution, porous materials, Lewis acid-base properties, and nanomaterials.",https://en.wikipedia.org/wiki/Inverse_gas_chromatography
13605,Maternal Filicide and Infanticide Research,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,Maternal Filicide; Infanticide; Homicide-Suicide; Denial of Pregnancy; Mental Illness; Child Homicide; Risk Factors; Gender Differences; Prevention Strategies; Epidemiology,"This cluster of papers focuses on the phenomenon of maternal filicide and infanticide, exploring topics such as the characteristics of perpetrators, risk factors including mental illness and denial of pregnancy, gender differences, and strategies for prevention. The research also delves into the epidemiology of child homicide, particularly in the context of homicide-suicide events.",https://en.wikipedia.org/wiki/Filicide
13606,Interdisciplinary Semiotics and Knowledge Representation,1203,Language and Linguistics,12,Arts and Humanities,2,Social Sciences,Semiotics; Interdisciplinary; Knowledge Representation; Cultural Studies; Textual Analysis; Artificial Intelligence; Literary Theory; Education Policy; Health Communication; Innovation Management,"This cluster of papers explores the interdisciplinary nature of semiotics, knowledge representation, and cultural studies. It covers topics such as textual analysis, artificial intelligence, literary theory, education policy, health communication, and innovation management.",https://en.wikipedia.org/wiki/Semiotics
13607,Preprints in Scientific Communication,1802,Information Systems and Management,18,Decision Sciences,2,Social Sciences,Preprints; COVID-19; Science Communication; Peer Review; Research Dissemination; Scientific Publishing; Scholarly Communication; Open Access; Pandemic Response; Research Integrity,"This cluster of papers explores the evolving role of preprints, particularly in the context of COVID-19, and their impact on scientific communication. It discusses the benefits, challenges, and ethical considerations surrounding preprints, as well as their influence on research dissemination, peer review processes, and public trust in scientific findings.",https://en.wikipedia.org/wiki/Preprint
13608,Internet of Things and Healthcare Systems,1710,Information Systems,17,Computer Science,3,Physical Sciences,IoT; Healthcare; Remote Monitoring; Algorithmic Modeling; Wireless Sensor Networks; Telemedicine; Biomedical Signal Processing; Digital Information Management; Smart City; Corpus Analysis,"This cluster of papers focuses on the intersection of Internet of Things (IoT) and healthcare systems, including topics such as remote monitoring, algorithmic modeling, wireless sensor networks, telemedicine, biomedical signal processing, and digital information management. The papers also touch upon the application of IoT in smart city healthcare systems and the use of corpus analysis in technical writing classrooms.",https://en.wikipedia.org/wiki/Internet_of_things
13609,Methods and Applications of Cluster Analysis in Various Fields,1803,Management Science and Operations Research,18,Decision Sciences,2,Social Sciences,Clusterability Methods; Descriptive Statistics; Visualization; Crowdsourcing; Public Policymaking; Statistical Modeling; Governance Thinking; Digital Economy; Economic Development; Globalization,"This cluster of papers covers a wide range of topics related to the methods and applications of cluster analysis in various fields such as statistics, governance, economics, and public policymaking. It includes discussions on clusterability methods, descriptive statistics, visualization, crowdsourcing, statistical modeling, nodal governance thinking, digital economy, economic development, and globalization.",https://en.wikipedia.org/wiki/Cluster_analysis
13610,Societal Impacts of Risk and Modernization,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,Ethics; Globalization; Cultural Studies; Neoliberalism; Societal Change; Urban Education; Corporate Responsibility; Identity Politics; Social Justice; Economic Philosophy,"This cluster of papers explores the societal impacts of risk, modernization, and globalization, with a focus on ethics, cultural studies, neoliberalism, urban education, corporate responsibility, identity politics, social justice, and economic philosophy.",https://en.wikipedia.org/wiki/Societal_impact_of_risk_and_modernization
13611,Impact of Educational Technology on Organizational Development,1802,Information Systems and Management,18,Decision Sciences,2,Social Sciences,Educational Technology; Organizational Change; Knowledge Acquisition; Job Training; Leadership; Human Resource Management; Sustainability; Innovation; Digital Economy; Learning and Development,"This cluster of papers explores the impact of educational technology on organizational development, focusing on topics such as knowledge acquisition, job training, leadership, human resource management, sustainability, innovation, and the digital economy. It delves into the challenges and opportunities presented by the integration of technology in education and its influence on organizational change and learning and development.",https://en.wikipedia.org/wiki/Educational_technology
13612,Interdisciplinary Research across Science and Technology,1803,Management Science and Operations Research,18,Decision Sciences,2,Social Sciences,Machine Learning; Remote Monitoring; Artificial Intelligence; Digital Technology; Healthcare Innovation; Environmental Impact; Urban-Rural Integration; Energy Efficiency; Robotics and Automation; Data Analysis,"This cluster of papers covers a wide range of interdisciplinary research topics, including machine learning, remote monitoring, artificial intelligence, digital technology, healthcare innovation, environmental impact, urban-rural integration, energy efficiency, robotics and automation, and data analysis. The papers reflect a diverse set of scientific and technological investigations that span multiple fields and domains.",https://en.wikipedia.org/wiki/Interdisciplinary_research
13613,Social Sciences and Humanities in Latin America,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,Social Sciences; Humanities; Latin America; Democracy; Public Policy; Healthcare; Environmental Conservation; Economic Development; Labor Rights; Cultural Studies,"This cluster of papers covers a wide range of topics in the social sciences and humanities, including democracy, public policy, healthcare, environmental conservation, economic development, labor rights, and cultural studies. It encompasses research on Latin America, with a particular focus on countries like Nicaragua and Brazil. The papers reflect a multidisciplinary approach to understanding the complex social, political, and economic dynamics in the region.",https://en.wikipedia.org/wiki/Social_sciences
13614,Solidarity Economy and Social Management,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,Solidarity Economy; Social Management; Reciprocity; Autogestão; Economia Solidária; Cooperatives; Community Development; Ethical Values; Qualitative Research; Cultural Analysis,"This cluster of papers explores the concepts of solidarity economy, social management, reciprocity, and autogestão, focusing on topics such as cooperatives, community development, ethical values, and qualitative research. It delves into the theoretical and practical aspects of building a more socially responsible and sustainable economic system.",https://en.wikipedia.org/wiki/Solidarity_economy
13615,Challenges in Computer-Aided Design for Technical Systems,1704,Computer Graphics and Computer-Aided Design,17,Computer Science,3,Physical Sciences,Artificial Neural Network; Reliability Assessment; Electromagnetic Interference; Transport Systems; Maintenance; Intelligent Systems; Information Quality; Speech Recognition; Railway Control; Energy Efficiency,"This cluster of papers addresses challenges in computer-aided design for technical systems, focusing on topics such as artificial neural networks, reliability assessment, electromagnetic interference, transport systems, maintenance, intelligent systems, information quality, speech recognition, railway control, and energy efficiency.",https://en.wikipedia.org/wiki/Computer-aided_design
13616,Sustainable Development and Corporate Compliance in Global Context,1408,Strategy and Management,14,"Business, Management and Accounting",2,Social Sciences,Sustainable Development; Corporate Compliance; Environmental Protection; Innovation; Legal Regulation; Social Responsibility; Digital Transformation; Economic Growth; Ethical Practices; Governance,"This cluster of papers explores the intersection of sustainable development, corporate compliance, and global governance, with a focus on environmental protection, innovation, legal regulation, social responsibility, and ethical practices. It delves into the impact of digital transformation on economic growth and the implementation of sustainable business models. The papers also discuss the role of technology in promoting sustainable development and the challenges and benefits of internal investigations in business management.",https://en.wikipedia.org/wiki/Sustainable_development
13617,Inequality and Social Justice in Latin America,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,Inequality; Social Justice; Latin America; Entanglements; Historical Perspectives; Transnational Articulations; Racism; Colonial Difference; Economic Disparities; Global Interdependencies,"This cluster of papers explores the multifaceted dimensions of inequality, social justice, and historical perspectives in Latin America. It delves into entangled inequalities, transnational articulations, racism, colonial difference, and economic disparities, shedding light on the global interdependencies shaping the region's socio-economic landscape.",https://en.wikipedia.org/wiki/Inequality_in_Latin_America
13618,Transformation of Rural Settlement Patterns in Russia,3317,Demography,33,Social Sciences,2,Social Sciences,Rural Transformation; Migration; Agriculture; Food Security; Regional Development; Demographic Dynamics; Spatial Patterns; Labor Market; Youth Migration; Geographical Analysis,"This cluster of papers explores the transformation of rural settlement patterns, demographic dynamics, and labor market trends in Russia. It covers topics such as migration, agriculture, food security, regional development, and the impact of global crises on rural areas. The papers also delve into the challenges and opportunities associated with youth migration, spatial patterns of settlement, and the role of geographical analysis in understanding rural transformation.",https://en.wikipedia.org/wiki/Agriculture_in_Russia
13619,Rock Mechanics and Wave Propagation in Geomedia,2211,Mechanics of Materials,22,Engineering,3,Physical Sciences,Wave Propagation; Rock Mechanics; Seismicity; Geomechanical Processes; Pendulum Waves; Mining Induced Seismicity; Hydraulic Drilling; Geomechanical Assessment; Elastic Wave Modeling; Block Media,"This cluster of papers focuses on the study of wave propagation, rock mechanics, and geomechanical processes in block media. It includes research on seismicity induced by mining activities, modeling of elastic wave propagation, analysis of pendulum waves in stressed geomedia, and the performance of drilling equipment in rock stiffness. The cluster also covers topics such as hydraulic drilling, geomechanical assessment, and the influence of nonmetallic inclusions on percussive machine endurance.",https://en.wikipedia.org/wiki/Rock_mechanics
13620,Peace and Conflict Studies,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,Peace; Conflict Resolution; Mediation; Social Education; Violence; Civilization; Negotiation; Intercultural Mediation; Human Rights; Social Cohesion,"This cluster of papers covers a wide range of topics related to peace and conflict studies, including peacebuilding, conflict resolution, mediation, social education, violence, civilization, negotiation, intercultural mediation, human rights, and social cohesion. The papers explore theoretical frameworks, practical strategies, and case studies related to promoting peace and resolving conflicts at various levels of society.",https://en.wikipedia.org/wiki/Peace_and_conflict_studies
13621,Cultural Interactions in Bronze Age Europe,1204,Archeology,12,Arts and Humanities,2,Social Sciences,Bronze Age; Corded Ware Culture; Archaeological Finds; Chronometry; Early Medieval; Funerary Customs; Cultural Relations; Barbarian; Archaeological Materials; Environmental Forces,"This cluster of papers explores the cultural interactions and archaeological evidence of Bronze Age societies in Europe, focusing on topics such as Corded Ware Culture, funerary customs, chronometry, and environmental forces shaping the development of these ancient cultures.",https://en.wikipedia.org/wiki/Bronze_Age_Europe
13622,Territorial Studies in Southern Europe and North Africa,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,Territorial Planning; Environmental Impact; Regional Development; Urban Geography; Cultural Heritage; Water Quality; Sediment Characterization; Industrialization; Social Innovation; Historical Ecology,"This cluster of papers covers a wide range of topics related to territorial studies, environmental impact, and regional development in Southern Europe and North Africa. It includes research on territorial planning, urban geography, water quality, sediment characterization, industrialization, cultural heritage, and historical ecology. The papers provide insights into the complex interactions between human activities and the environment in these regions.",https://en.wikipedia.org/wiki/Territorial_studies
13623,Compilation and Analysis of Spoken Language Corpora,1702,Artificial Intelligence,17,Computer Science,3,Physical Sciences,Spoken Language; Corpora; Italian; Portuguese; Prosody; Pragmatics; Information Structure; Linguistic Annotation; Language Teaching; Cross-linguistic Analysis,"This cluster of papers focuses on the compilation, annotation, and analysis of spoken language corpora in Italian and Portuguese, with a particular emphasis on prosody, pragmatics, and information structure. It also delves into linguistic annotation, language teaching, and cross-linguistic analysis.",https://en.wikipedia.org/wiki/Spoken_corpus
13624,Social Work in Spanish-Speaking Countries,3300,General Social Sciences,33,Social Sciences,2,Social Sciences,Social Work; Welfare State; Community Intervention; Gender Differences; Third Sector; Participation; Economic Crisis; Family Support; Migrant Integration; Ethical Challenges,"This cluster of papers covers a wide range of topics related to social work, welfare state, and community intervention in Spain. It includes discussions on gender differences, the impact of economic crisis, family support for vulnerable populations, migrant integration, and ethical challenges in social work practice. The papers also explore the role of the third sector, participation in social policies, and the evolving landscape of social welfare in Spain.",https://en.wikipedia.org/wiki/Social_work
13625,Media Studies and Journalism Research,3315,Communication,33,Social Sciences,2,Social Sciences,Journalism; Communication; Media; Content Analysis; Social Media; Ethics; Digital Journalism; News Coverage; Public Opinion; Media Industry,"This cluster of papers covers a wide range of topics related to media studies and journalism research, including content analysis, social media, ethics in journalism, digital journalism, news coverage, public opinion, and the media industry.",https://en.wikipedia.org/wiki/Media_studies
13626,Education and Organizational Management,1407,Organizational Behavior and Human Resource Management,14,"Business, Management and Accounting",2,Social Sciences,Teacher Training; Innovation; Strategic Management; Competitiveness; Leadership; Public Policy; Organizational Culture; Digitalization; Entrepreneurship; Knowledge Management,"This cluster of papers covers a wide range of topics related to education, organizational management, and innovation. It includes research on teacher training, strategic management, competitiveness, leadership, public policy, organizational culture, digitalization, entrepreneurship, and knowledge management. The papers explore the challenges and developments in these areas within various contexts such as education institutions, small and medium enterprises, and public organizations.",https://en.wikipedia.org/wiki/Education_management
13627,"Education, Culture, and Community Development",3304,Education,33,Social Sciences,2,Social Sciences,Education; Culture; Community Development; Learning; Teaching; Technology; Qualitative Research; Environmental Education; Innovation; Knowledge Management,"This cluster of papers covers a wide range of topics related to education, culture, and community development. It includes research on qualitative and quantitative research methods, innovative teaching and learning approaches, the influence of technology on education, environmental education, knowledge management, and the role of community in education. The papers also explore the impact of cultural identity, local wisdom, and traditional practices on education and community development.",https://en.wikipedia.org/wiki/Education_and_culture
13628,Adaptation of Forage Production to Climate Change,1102,Agronomy and Crop Science,11,Agricultural and Biological Sciences,1,Life Sciences,Forage Production; Climate Change; Crop Adaptation; Genetic Improvement; Drought Tolerance; Soil Fertility; Plant Breeding; Sustainable Agriculture; Genetic Resources; Agroecosystem,"This cluster of papers focuses on the adaptation of forage production to the challenges and opportunities arising from climate change. It covers topics such as forage crop breeding, genetic improvement, drought tolerance, soil fertility, and sustainable agriculture in the context of changing environmental conditions.",https://en.wikipedia.org/wiki/Climate_change_adaptation
13629,Automatic Text Simplification and Readability Assessment,1702,Artificial Intelligence,17,Computer Science,3,Physical Sciences,Text Simplification; Readability Assessment; Machine Learning; Sentence Simplification; Statistical Language Models; Neural Networks; Lexical Simplification; Natural Language Processing; Complex Word Identification; Semantic Simplification,"This cluster of papers focuses on automatic text simplification and readability assessment using machine learning, statistical language models, neural networks, and natural language processing techniques. The research covers areas such as sentence simplification, lexical simplification, complex word identification, and semantic simplification to improve the accessibility and comprehension of written text.",https://en.wikipedia.org/wiki/Automatic_text_simplification
13630,Sustainable Agricultural Development in Ukraine,1100,General Agricultural and Biological Sciences,11,Agricultural and Biological Sciences,1,Life Sciences,Agricultural Sector; Sustainable Development; Energy Independence; Rural Areas; Food Security; Bioenergy Production; Financial Support; Innovation; Agro-food Chains; Environmental Benefits,"This cluster of papers focuses on the sustainable development of the agricultural sector in Ukraine, addressing topics such as energy independence, financial support, innovation, and the environmental benefits of bioenergy production. It also explores the impact on rural areas and the importance of ensuring food security.",https://en.wikipedia.org/wiki/Agriculture_in_Ukraine
13631,Globalization and its Impacts on Society,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,Globalization; Economy; International Relations; Nationalism; Social Change; Political Theory; Crisis Management; Cultural Identity; Education; Sustainability,"This cluster of papers explores the multifaceted impacts of globalization on economy, society, and culture. It delves into topics such as the rise of nationalism, challenges in crisis management, cultural identity in a globalized world, and the implications of globalization on education and sustainability.",https://en.wikipedia.org/wiki/Globalization
13632,Stigma and Dynamics of Non-Monogamous Relationships,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,Consensual Nonmonogamous Relationships; Polyamory; Stigma; Monogamy; Relationship Quality; Sexual Health; Family Functioning; Gender; Mental Health; Cultural Practices,"This cluster of papers explores the stigma, dynamics, and outcomes of consensually non-monogamous relationships, such as polyamory, in contrast to traditional monogamous relationships. It delves into topics like relationship quality, sexual health, family functioning, gender dynamics, mental health, and the impact of cultural practices on non-monogamous relationships.",https://en.wikipedia.org/wiki/Polyamory
13633,Social Determinants of Health and Healthcare Disparities,3306,Health,33,Social Sciences,2,Social Sciences,Social Determinants; Health Inequality; Public Health; Epidemiology; Health Promotion; Community Participation; Healthcare Access; Cultural Variation; Maternal Health; Global Health,"This cluster of papers explores the impact of social determinants on health, including topics such as healthcare disparities, cultural variation in health experiences, maternal health, and community participation in promoting health. It also delves into public health strategies, epidemiological approaches, and global health initiatives.",https://en.wikipedia.org/wiki/Social_determinants_of_health
13634,Media Influence on Middle Eastern Politics,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,Media; Politics; Middle East; Qatar; Rwanda; Yemen; GCC; Arab Spring; Oman; Genocide,"This cluster of papers explores the intersection of media and politics in the Middle East, with a focus on countries such as Qatar, Rwanda, Yemen, and Oman. It delves into topics such as the influence of media on political events, the role of media in conflicts and uprisings, and the impact of media on public perception and policy-making. Additionally, it examines the portrayal of genocide, tribal politics, and foreign policy in the media within this region.",https://en.wikipedia.org/wiki/Media_in_the_Middle_East
